"PRODUCT_ID","STORE_ID","TRANSACTION_DATE","ITEM_QUANTITY"
"REGULAR","2741424",2017-08-23,2981.344
"REGULAR","2741424",2017-08-24,1206.552
"REGULAR","2741424",2017-08-25,1140.27
"REGULAR","2741424",2017-08-26,73.539
"REGULAR","2741424",2017-08-27,1054.521
"REGULAR","2741424",2017-08-28,2151.473
"REGULAR","2741424",2017-08-29,2170.083
"REGULAR","2741424",2017-08-30,0
"REGULAR","2741424",2017-08-31,0
"REGULAR","2741424",2017-09-01,4.764
"REGULAR","2741424",2017-09-02,0
"REGULAR","2741424",2017-09-03,0
"REGULAR","2741424",2017-09-04,0
"REGULAR","2741424",2017-09-05,0
"REGULAR","2741424",2017-09-06,546.565
"REGULAR","2741424",2017-09-07,2177.372
"REGULAR","2741424",2017-09-08,2763.02
"REGULAR","2741424",2017-09-09,1341.713
"REGULAR","2741424",2017-09-10,1561.126
"REGULAR","2741424",2017-09-11,1987.854
"REGULAR","2741424",2017-09-12,2407.301
"REGULAR","2741424",2017-09-13,1013.179
"REGULAR","2741424",2017-09-14,1880.777
"REGULAR","2741424",2017-09-15,2161.969
"REGULAR","2741424",2017-09-16,1553.192
"REGULAR","2741424",2017-09-17,1967.957
"REGULAR","2741424",2017-09-18,240.286
"REGULAR","2741424",2017-09-19,1710.612
"REGULAR","2741424",2017-09-20,2094.147
"REGULAR","2741424",2017-09-21,1768.05
"REGULAR","2741424",2017-09-22,1818.56
"REGULAR","2741424",2017-09-23,2147.935
"REGULAR","2741424",2017-09-24,1745.894
"REGULAR","2741424",2017-09-25,2102.887
"REGULAR","2741424",2017-09-26,1730.641
"REGULAR","2741424",2017-09-27,1821.003
"REGULAR","2741424",2017-09-28,1951.536
"REGULAR","2741424",2017-09-29,2493.007
"REGULAR","2741424",2017-09-30,1908.69
"REGULAR","2741424",2017-10-01,1702.69
"REGULAR","2741424",2017-10-02,2033.163
"REGULAR","2741424",2017-10-03,1520.954
"REGULAR","2741424",2017-10-04,2122.489
"REGULAR","2741424",2017-10-05,2099.643
"REGULAR","2741424",2017-10-06,2152.076
"REGULAR","2741424",2017-10-07,1501.571
"REGULAR","2741424",2017-10-08,1396.238
"REGULAR","2741424",2017-10-09,2104.514
"REGULAR","2741424",2017-10-10,2046.579
"REGULAR","2741424",2017-10-11,2087.514
"REGULAR","2741424",2017-10-12,1908.475
"REGULAR","2741424",2017-10-13,2291.565
"REGULAR","2741424",2017-10-14,1892.398
"REGULAR","2741424",2017-10-15,1801.75
"REGULAR","2741424",2017-10-16,2164.08
"REGULAR","2741424",2017-10-17,2058.921
"REGULAR","2741424",2017-10-18,1946.432
"REGULAR","2741424",2017-10-19,1719.81
"REGULAR","2741424",2017-10-20,2244.029
"REGULAR","2741424",2017-10-21,1580.219
"REGULAR","2741424",2017-10-22,1082.077
"REGULAR","2741424",2017-10-23,1911.21
"REGULAR","2741424",2017-10-24,1886.035
"REGULAR","2741424",2017-10-25,1999.761
"REGULAR","2741424",2017-10-26,1686.232
"REGULAR","2741424",2017-10-27,1838.292
"REGULAR","2741424",2017-10-28,1467.07
"REGULAR","2741424",2017-10-29,1369.711
"REGULAR","2741424",2017-10-30,1658.039
"REGULAR","2741424",2017-10-31,1615.541
"REGULAR","2741424",2017-11-01,1951.388
"REGULAR","2741424",2017-11-02,1557.924
"REGULAR","2741424",2017-11-03,2512.775
"REGULAR","2741424",2017-11-04,1862.744
"REGULAR","2741424",2017-11-05,1327.324
"REGULAR","2741424",2017-11-06,1836.424
"REGULAR","2741424",2017-11-07,1951.206
"REGULAR","2741424",2017-11-08,1916.654
"REGULAR","2741424",2017-11-09,1798.788
"REGULAR","2741424",2017-11-10,1900.295
"REGULAR","2741424",2017-11-11,1420.035
"REGULAR","2741424",2017-11-12,1572.066
"REGULAR","2741424",2017-11-13,1880.638
"REGULAR","2741424",2017-11-14,2147.616
"REGULAR","2741424",2017-11-15,2095.089
"REGULAR","2741424",2017-11-16,1987.41
"REGULAR","2741424",2017-11-17,2233.552
"REGULAR","2741424",2017-11-18,1657.191
"REGULAR","2741424",2017-11-19,1121.879
"REGULAR","2741424",2017-11-20,1771.612
"REGULAR","2741424",2017-11-21,1799.484
"REGULAR","2741424",2017-11-22,2081.276
"REGULAR","2741424",2017-11-23,1806.871
"REGULAR","2741424",2017-11-24,1961.33
"REGULAR","2741424",2017-11-25,1752.429
"REGULAR","2741424",2017-11-26,1516.76
"REGULAR","2741424",2017-11-27,1972.271
"REGULAR","2741424",2017-11-28,2081.434
"REGULAR","2741424",2017-11-29,1867.596
"REGULAR","2741424",2017-11-30,2028.06
"REGULAR","2741424",2017-12-01,2278.853
"REGULAR","2741424",2017-12-02,2083.337
"REGULAR","2741424",2017-12-03,1337.176
"REGULAR","2741424",2017-12-04,1956.94
"REGULAR","2741424",2017-12-05,1765.486
"REGULAR","2741424",2017-12-06,1748.764
"REGULAR","2741424",2017-12-07,1756.593
"REGULAR","2741424",2017-12-08,2200.162
"REGULAR","2741424",2017-12-09,1908.443
"REGULAR","2741424",2017-12-10,1406.972
"REGULAR","2741424",2017-12-11,2125.998
"REGULAR","2741424",2017-12-12,2308.467
"REGULAR","2741424",2017-12-13,1798.512
"REGULAR","2741424",2017-12-14,1988.247
"REGULAR","2741424",2017-12-15,2191.562
"REGULAR","2741424",2017-12-16,1348.226
"REGULAR","2741424",2017-12-17,1272.995
"REGULAR","2741424",2017-12-18,1804.157
"REGULAR","2741424",2017-12-19,2054.614
"REGULAR","2741424",2017-12-20,1781.836
"REGULAR","2741424",2017-12-21,2090.506
"REGULAR","2741424",2017-12-22,1888.292
"REGULAR","2741424",2017-12-23,1732.645
"REGULAR","2741424",2017-12-24,1353.868
"REGULAR","2741424",2017-12-25,1438.357
"REGULAR","2741424",2017-12-26,1796.524
"REGULAR","2741424",2017-12-27,2147.398
"REGULAR","2741424",2017-12-28,1762.199
"REGULAR","2741424",2017-12-29,1672.149
"REGULAR","2741424",2017-12-30,1352.993
"REGULAR","2741424",2017-12-31,1262.889
"REGULAR","2741424",2018-01-01,993.144
"REGULAR","2741424",2018-01-02,1740.864
"REGULAR","2741424",2018-01-03,1631.504
"REGULAR","2741424",2018-01-04,1803.266
"REGULAR","2741424",2018-01-05,2242.555
"REGULAR","2741424",2018-01-06,1745.815
"REGULAR","2741424",2018-01-07,1208.145
"REGULAR","2741424",2018-01-08,1643.868
"REGULAR","2741424",2018-01-09,2064.224
"REGULAR","2741424",2018-01-10,1702.9
"REGULAR","2741424",2018-01-11,1829.144
"REGULAR","2741424",2018-01-12,2088.557
"REGULAR","2741424",2018-01-13,1760.746
"REGULAR","2741424",2018-01-14,955.471
"REGULAR","2741424",2018-01-15,1811.272
"REGULAR","2741424",2018-01-16,395.843
"REGULAR","2741424",2018-01-17,990.389
"REGULAR","2741424",2018-01-18,1419.017
"REGULAR","2741424",2018-01-19,2005.51
"REGULAR","2741424",2018-01-20,1434.108
"REGULAR","2741424",2018-01-21,1466.994
"REGULAR","2741424",2018-01-22,1938.323
"REGULAR","2741424",2018-01-23,2019.635
"REGULAR","2741424",2018-01-24,1931.883
"REGULAR","2741424",2018-01-25,2115.183
"REGULAR","2741424",2018-01-26,2040.73
"REGULAR","2741424",2018-01-27,1295.061
"REGULAR","2741424",2018-01-28,1331.493
"REGULAR","2741424",2018-01-29,1934.9
"REGULAR","2741424",2018-01-30,1595.581
"REGULAR","2741424",2018-01-31,2049.558
"REGULAR","2741424",2018-02-01,1704.307
"REGULAR","2741424",2018-02-02,1885.427
"REGULAR","2741424",2018-02-03,1546.421
"REGULAR","2741424",2018-02-04,1029.26
"REGULAR","2741424",2018-02-05,1826.317
"REGULAR","2741424",2018-02-06,1539.912
"REGULAR","2741424",2018-02-07,1736.23
"REGULAR","2741424",2018-02-08,2228.006
"REGULAR","2741424",2018-02-09,2244.332
"REGULAR","2741424",2018-02-10,1590.709
"REGULAR","2741424",2018-02-11,1316.858
"REGULAR","2741424",2018-02-12,1712.344
"REGULAR","2741424",2018-02-13,2047.736
"REGULAR","2741424",2018-02-14,1967.411
"REGULAR","2741424",2018-02-15,1853.607
"REGULAR","2741424",2018-02-16,2350.035
"REGULAR","2741424",2018-02-17,1493.557
"REGULAR","2741424",2018-02-18,1463.779
"REGULAR","2741424",2018-02-19,1960.701
"REGULAR","2741424",2018-02-20,1687.584
"REGULAR","2741424",2018-02-21,1428.114
"REGULAR","2741424",2018-02-22,1850.655
"REGULAR","2741424",2018-02-23,2008.454
"REGULAR","2741424",2018-02-24,1659.522
"REGULAR","2741424",2018-02-25,748.188
"REGULAR","2741424",2018-02-26,1975.888
"REGULAR","2741424",2018-02-27,1805.889
"REGULAR","2741424",2018-02-28,1970.634
"REGULAR","2741424",2018-03-01,1903.963
"REGULAR","2741424",2018-03-02,2227.083
"REGULAR","2741424",2018-03-03,2160.909
"REGULAR","2741424",2018-03-04,1542.42
"REGULAR","2741424",2018-03-05,2290.29
"REGULAR","2741424",2018-03-06,1843.714
"REGULAR","2741424",2018-03-07,2135.866
"REGULAR","2741424",2018-03-08,2124.54
"REGULAR","2741424",2018-03-09,2186.061
"REGULAR","2741424",2018-03-10,1530.013
"REGULAR","2741424",2018-03-11,1349.249
"REGULAR","2741424",2018-03-12,1777.394
"REGULAR","2741424",2018-03-13,1763.028
"REGULAR","2741424",2018-03-14,1882.335
"REGULAR","2741424",2018-03-15,1584.901
"REGULAR","2741424",2018-03-16,1723.821
"REGULAR","2741424",2018-03-17,1322.297
"REGULAR","2741424",2018-03-18,1585.525
"REGULAR","2741424",2018-03-19,1701.053
"REGULAR","2741424",2018-03-20,1930.412
"REGULAR","2741424",2018-03-21,1951.343
"REGULAR","2741424",2018-03-22,2463.89
"REGULAR","2741424",2018-03-23,1764.801
"REGULAR","2741424",2018-03-24,1642.773
"REGULAR","2741424",2018-03-25,1775.663
"REGULAR","2741424",2018-03-26,2111.251
"REGULAR","2741424",2018-03-27,1697.527
"REGULAR","2741424",2018-03-28,1690.127
"REGULAR","2741424",2018-03-29,2427.472
"REGULAR","2741424",2018-03-30,1830.747
"REGULAR","2741424",2018-03-31,1707.996
"REGULAR","2741424",2018-04-01,1665.53
"REGULAR","2741424",2018-04-02,1750.201
"REGULAR","2741424",2018-04-03,2097.062
"REGULAR","2741424",2018-04-04,1965.279
"REGULAR","2741424",2018-04-05,1968.595
"REGULAR","2741424",2018-04-06,2102.176
"REGULAR","2741424",2018-04-07,1851.285
"REGULAR","2741424",2018-04-08,1258.486
"REGULAR","2741424",2018-04-09,1646.251
"REGULAR","2741424",2018-04-10,1668.656
"REGULAR","2741424",2018-04-11,1836.541
"REGULAR","2741424",2018-04-12,1963.212
"REGULAR","2741424",2018-04-13,2040.561
"REGULAR","2741424",2018-04-14,1474.516
"REGULAR","2741424",2018-04-15,1272.152
"REGULAR","2741424",2018-04-16,1769.551
"REGULAR","2741424",2018-04-17,1658.492
"REGULAR","2741424",2018-04-18,1607.144
"REGULAR","2741424",2018-04-19,2049.742
"REGULAR","2741424",2018-04-20,2290.676
"REGULAR","2741424",2018-04-21,1370.997
"REGULAR","2741424",2018-04-22,1679.295
"REGULAR","2741424",2018-04-23,1863.935
"REGULAR","2741424",2018-04-24,1681.276
"REGULAR","2741424",2018-04-25,2043.306
"REGULAR","2741424",2018-04-26,1712.564
"REGULAR","2741424",2018-04-27,2147.722
"REGULAR","2741424",2018-04-28,1554.651
"REGULAR","2741424",2018-04-29,1796.252
"REGULAR","2741424",2018-04-30,1811.897
"REGULAR","2741424",2018-05-01,1708.853
"REGULAR","2741424",2018-05-02,1181.303
"REGULAR","2741424",2018-05-03,1920.984
"REGULAR","2741424",2018-05-04,1792.637
"REGULAR","2741424",2018-05-05,1691.471
"REGULAR","2741424",2018-05-06,1594.214
"REGULAR","2741424",2018-05-07,1965.731
"REGULAR","2741424",2018-05-08,1693.637
"REGULAR","2741424",2018-05-09,1728.965
"REGULAR","2741424",2018-05-10,1723.439
"REGULAR","2741424",2018-05-11,2203.195
"REGULAR","2741424",2018-05-12,2133.283
"REGULAR","2741424",2018-05-13,1349.1
"REGULAR","2741424",2018-05-14,1870.473
"REGULAR","2741424",2018-05-15,1753.536
"REGULAR","2741424",2018-05-16,1999.987
"REGULAR","2741424",2018-05-17,1923.755
"REGULAR","2741424",2018-05-18,2015.066
"REGULAR","2741424",2018-05-19,1891.6745
"REGULAR","2741424",2018-05-20,1621.18
"REGULAR","2741424",2018-05-21,1903.559
"REGULAR","2741424",2018-05-22,1339.838
"REGULAR","2741424",2018-05-23,1568.961
"REGULAR","2741424",2018-05-24,2035.2
"REGULAR","2741424",2018-05-25,1960.968
"REGULAR","2741424",2018-05-26,1650.066
"REGULAR","2741424",2018-05-27,1453.345
"REGULAR","2741424",2018-05-28,1377.066
"REGULAR","2741424",2018-05-29,1472.144
"REGULAR","2741424",2018-05-30,1715.461
"REGULAR","2741424",2018-05-31,2135.135
"REGULAR","2741424",2018-06-01,2271.774
"REGULAR","2741424",2018-06-02,2094.238
"REGULAR","2741424",2018-06-03,1422.739
"REGULAR","2741424",2018-06-04,1686.873
"REGULAR","2741424",2018-06-05,1743.838
"REGULAR","2741424",2018-06-06,2242.455
"REGULAR","2741424",2018-06-07,1701.926
